N,H,V,dtype,impl,latency_ms,tokens_per_s,peak_act_mb,materializes_NV_logits,max_abs_err,mean_abs_err,has_nan,has_inf
128,4096,128256,bf16,native_pytorch,0.9886,129480.0,157.25,True,0.007685661315917969,0.0010291561484336853,False,False
128,4096,128256,bf16,triton_sm80,61.6026,2077.8,0.001,False,1.71661376953125e-05,5.9604644775390625e-06,False,False
128,4096,128256,bf16,sm80_poc,83.4044,1534.7,0.004,False,1.71661376953125e-05,5.848705768585205e-06,False,False
1024,4096,128256,bf16,native_pytorch,6.0572,169056.0,1254.5,True,0.007767677307128906,0.0011456329375505447,False,False
1024,4096,128256,bf16,triton_sm80,61.6985,16596.8,0.012,False,2.574920654296875e-05,5.7229772210121155e-06,False,False
1024,4096,128256,bf16,sm80_poc,83.2387,12302.0,0.031,False,2.574920654296875e-05,5.683861672878265e-06,False,False
4096,4096,128256,bf16,native_pytorch,25.3458,161604.4,5010.0,True,0.0077457427978515625,0.0011722797062247992,False,False
4096,4096,128256,bf16,triton_sm80,83.8513,48848.4,0.047,False,2.765655517578125e-05,5.897367373108864e-06,False,False
4096,4096,128256,bf16,sm80_poc,174.2506,23506.4,0.125,False,2.765655517578125e-05,5.816109478473663e-06,False,False
