N,split_v,primary_ms,combine_ms,total_ms,combine_pct
128,32,7.8355964660644535,0.007116799801588058,7.84527359008789,0.09071448840968119
1024,16,36.79283142089844,0.006963200122117996,36.78423156738281,0.018929850714327227
4096,16,143.3666015625,0.011724799871444702,143.3711669921875,0.008177934320701737
